"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"HCLTECH","EQ","31-Dec-2021","1,317.05","1,320.00","1,329.45","1,308.95","1,319.45","1,319.10","1,319.49","22,31,508","2,94,44,53,254.50","79,174","10,88,485","48.78"
"HCLTECH","EQ","30-Dec-2021","1,291.90","1,291.90","1,326.45","1,282.70","1,317.00","1,317.05","1,313.44","45,18,139","5,93,43,07,349.70","1,32,717","20,97,827","46.43"
"HCLTECH","EQ","29-Dec-2021","1,283.90","1,283.00","1,299.00","1,277.10","1,291.50","1,291.90","1,291.30","22,54,162","2,91,08,04,070.60","67,484","12,55,543","55.70"
"HCLTECH","EQ","28-Dec-2021","1,267.20","1,270.00","1,289.00","1,270.00","1,280.00","1,283.90","1,283.42","34,46,067","4,42,27,37,066.90","1,32,069","21,44,998","62.24"
"HCLTECH","EQ","27-Dec-2021","1,265.20","1,268.00","1,277.00","1,254.05","1,267.50","1,267.20","1,265.86","33,72,907","4,26,96,18,338.30","1,07,525","15,32,778","45.44"
"HCLTECH","EQ","24-Dec-2021","1,227.45","1,262.15","1,283.80","1,246.15","1,262.60","1,265.20","1,267.39","1,59,52,929","20,21,86,51,707.90","2,31,975","75,41,986","47.28"
"HCLTECH","EQ","23-Dec-2021","1,222.80","1,229.90","1,230.70","1,215.60","1,226.50","1,227.45","1,225.49","28,14,281","3,44,88,85,287.90","1,02,711","17,17,841","61.04"
"HCLTECH","EQ","22-Dec-2021","1,205.00","1,218.00","1,226.00","1,210.10","1,222.60","1,222.80","1,218.10","38,09,814","4,64,07,40,336.75","1,30,597","18,61,448","48.86"
"HCLTECH","EQ","21-Dec-2021","1,159.90","1,168.90","1,214.95","1,165.05","1,210.00","1,205.00","1,201.33","62,17,986","7,46,98,44,223.35","1,75,877","32,13,910","51.69"
"HCLTECH","EQ","20-Dec-2021","1,171.40","1,160.00","1,172.35","1,145.50","1,160.00","1,159.90","1,156.48","30,91,768","3,57,55,62,245.25","1,11,409","17,22,596","55.72"
"HCLTECH","EQ","17-Dec-2021","1,159.75","1,172.00","1,182.90","1,165.00","1,170.00","1,171.40","1,174.47","63,73,455","7,48,54,41,960.95","2,00,853","39,98,994","62.74"
"HCLTECH","EQ","16-Dec-2021","1,148.90","1,156.00","1,167.90","1,149.55","1,161.80","1,159.75","1,158.07","21,21,810","2,45,72,09,441.80","93,551","10,76,492","50.73"
"HCLTECH","EQ","15-Dec-2021","1,162.35","1,158.25","1,161.95","1,142.30","1,146.90","1,148.90","1,148.82","16,04,301","1,84,30,50,867.25","66,975","8,95,802","55.84"
"HCLTECH","EQ","14-Dec-2021","1,159.10","1,156.00","1,165.90","1,145.50","1,161.60","1,162.35","1,160.17","19,72,685","2,28,86,40,906.15","89,671","10,94,511","55.48"
"HCLTECH","EQ","13-Dec-2021","1,162.20","1,166.00","1,173.45","1,153.25","1,159.30","1,159.10","1,163.71","22,25,682","2,59,00,52,041.80","63,854","12,85,715","57.77"
"HCLTECH","EQ","10-Dec-2021","1,168.55","1,155.20","1,167.00","1,155.20","1,161.00","1,162.20","1,160.64","9,57,733","1,11,15,86,754.55","39,617","4,42,994","46.25"
"HCLTECH","EQ","09-Dec-2021","1,171.60","1,179.80","1,179.80","1,155.00","1,168.00","1,168.55","1,164.84","17,34,844","2,02,08,07,372.70","69,721","7,95,501","45.85"
"HCLTECH","EQ","08-Dec-2021","1,149.65","1,157.40","1,181.60","1,157.05","1,170.05","1,171.60","1,173.09","25,25,711","2,96,28,81,207.20","87,948","11,78,518","46.66"
"HCLTECH","EQ","07-Dec-2021","1,136.55","1,150.00","1,155.00","1,131.40","1,148.10","1,149.65","1,145.55","22,99,958","2,63,47,24,153.60","80,940","11,55,749","50.25"
"HCLTECH","EQ","06-Dec-2021","1,171.40","1,169.90","1,172.65","1,134.85","1,137.80","1,136.55","1,146.37","24,93,755","2,85,87,57,331.00","1,07,240","13,00,001","52.13"
"HCLTECH","EQ","03-Dec-2021","1,184.70","1,188.00","1,189.70","1,169.65","1,170.40","1,171.40","1,175.90","25,71,036","3,02,32,86,791.30","89,550","16,65,549","64.78"
"HCLTECH","EQ","02-Dec-2021","1,156.70","1,161.90","1,186.40","1,153.00","1,183.00","1,184.70","1,172.47","40,11,279","4,70,31,19,501.30","1,20,697","24,31,883","60.63"
"HCLTECH","EQ","01-Dec-2021","1,138.65","1,146.00","1,163.00","1,145.20","1,159.55","1,156.70","1,156.90","29,18,586","3,37,65,01,071.95","1,15,314","17,59,540","60.29"
