"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"HCLTECH","EQ","31-Dec-2018","958.35","962.45","966.60","955.60","964.20","964.35","960.58","7,18,502","69,01,77,437.65","32,221","2,61,223","36.36"
"HCLTECH","EQ","28-Dec-2018","948.80","952.10","963.00","950.00","963.00","958.35","956.77","7,78,333","74,46,88,577.85","30,000","3,40,543","43.75"
"HCLTECH","EQ","27-Dec-2018","942.80","949.00","960.00","942.65","952.10","948.80","952.15","25,48,404","2,42,64,56,836.25","61,527","12,45,397","48.87"
"HCLTECH","EQ","26-Dec-2018","937.85","938.00","947.70","931.00","941.95","942.80","939.77","12,17,032","1,14,37,32,890.10","31,647","3,66,267","30.10"
"HCLTECH","EQ","24-Dec-2018","954.45","955.00","955.90","935.15","938.00","937.85","942.20","14,70,782","1,38,57,75,949.30","82,841","6,98,377","47.48"
"HCLTECH","EQ","21-Dec-2018","959.50","957.05","964.00","945.00","948.00","954.45","954.50","52,19,625","4,98,21,47,694.20","86,105","38,52,929","73.82"
"HCLTECH","EQ","20-Dec-2018","957.15","948.30","964.70","948.00","961.50","959.50","958.42","22,63,977","2,16,98,48,775.00","80,567","11,97,612","52.90"
"HCLTECH","EQ","19-Dec-2018","985.20","980.00","983.60","954.00","958.00","957.15","961.55","30,58,633","2,94,10,41,999.00","1,44,832","19,41,652","63.48"
"HCLTECH","EQ","18-Dec-2018","971.65","969.95","988.80","959.40","985.00","985.20","977.64","19,37,251","1,89,39,33,694.50","1,35,073","10,16,341","52.46"
"HCLTECH","EQ","17-Dec-2018","961.20","965.10","974.00","953.90","972.10","971.65","963.39","13,96,290","1,34,51,77,939.40","63,197","6,11,350","43.78"
"HCLTECH","EQ","14-Dec-2018","978.05","966.00","968.80","950.00","960.10","961.20","958.85","23,05,516","2,21,06,53,628.10","92,802","5,92,308","25.69"
"HCLTECH","EQ","13-Dec-2018","971.25","970.05","982.55","963.45","976.50","978.05","974.64","13,78,322","1,34,33,67,183.10","61,001","4,80,191","34.84"
"HCLTECH","EQ","12-Dec-2018","956.85","965.00","974.00","943.30","970.35","971.25","966.37","18,26,854","1,76,54,08,080.45","54,739","7,85,609","43.00"
"HCLTECH","EQ","11-Dec-2018","942.00","941.00","965.15","930.70","960.00","956.85","953.94","28,02,924","2,67,38,10,868.95","1,17,976","13,14,311","46.89"
"HCLTECH","EQ","10-Dec-2018","961.95","959.95","970.70","937.10","938.80","942.00","950.23","30,91,482","2,93,76,21,088.70","1,62,206","13,60,630","44.01"
"HCLTECH","EQ","07-Dec-2018","1,012.50","1,000.00","1,000.00","934.45","961.90","961.95","955.66","1,05,46,835","10,07,92,08,245.75","2,76,448","34,96,014","33.15"
"HCLTECH","EQ","06-Dec-2018","1,051.05","1,049.35","1,065.50","1,009.00","1,012.35","1,012.50","1,030.68","20,25,631","2,08,77,80,003.55","1,06,044","5,27,433","26.04"
"HCLTECH","EQ","05-Dec-2018","1,036.25","1,036.45","1,058.00","1,022.00","1,046.05","1,051.05","1,044.73","19,36,706","2,02,33,34,281.65","68,327","8,02,953","41.46"
"HCLTECH","EQ","04-Dec-2018","1,018.20","1,018.10","1,043.00","1,017.05","1,037.00","1,036.25","1,033.82","14,18,143","1,46,61,00,474.25","55,365","6,12,302","43.18"
"HCLTECH","EQ","03-Dec-2018","1,015.00","1,021.10","1,025.70","1,004.70","1,019.95","1,018.20","1,013.84","14,54,449","1,47,45,75,556.30","49,677","9,09,342","62.52"
"HCLTECH","EQ","30-Nov-2018","1,013.45","1,018.00","1,026.30","1,004.25","1,015.10","1,015.00","1,017.03","21,09,694","2,14,56,17,655.65","93,884","13,68,428","64.86"
"HCLTECH","EQ","29-Nov-2018","1,043.10","1,043.30","1,045.35","1,008.50","1,017.00","1,013.45","1,020.03","16,30,256","1,66,29,11,363.30","66,187","9,41,233","57.74"
"HCLTECH","EQ","28-Nov-2018","1,023.15","1,023.20","1,047.75","1,012.35","1,039.50","1,043.10","1,035.42","12,30,287","1,27,38,67,985.60","53,198","5,19,906","42.26"
"HCLTECH","EQ","27-Nov-2018","1,000.50","998.70","1,029.00","993.00","1,021.70","1,023.15","1,012.76","20,51,509","2,07,76,85,754.90","63,422","9,08,822","44.30"
"HCLTECH","EQ","26-Nov-2018","979.05","984.50","1,005.90","963.00","997.05","1,000.50","980.69","23,79,281","2,33,33,27,467.25","1,01,154","13,22,313","55.58"
"HCLTECH","EQ","22-Nov-2018","985.15","988.00","1,002.00","975.40","979.05","979.05","992.50","15,64,940","1,55,32,03,869.40","77,165","7,53,698","48.16"
"HCLTECH","EQ","21-Nov-2018","1,008.95","1,003.05","1,014.00","979.55","984.35","985.15","986.86","12,51,532","1,23,50,83,255.00","46,905","5,82,357","46.53"
"HCLTECH","EQ","20-Nov-2018","1,040.10","1,035.00","1,035.00","1,003.30","1,011.65","1,008.95","1,011.84","13,14,282","1,32,98,38,459.55","60,545","5,52,296","42.02"
"HCLTECH","EQ","19-Nov-2018","1,022.20","1,022.20","1,042.80","1,014.25","1,040.00","1,040.10","1,025.51","20,90,035","2,14,33,56,743.30","58,080","13,48,991","64.54"
"HCLTECH","EQ","16-Nov-2018","988.75","997.00","1,037.80","993.75","1,022.00","1,022.20","1,016.32","33,49,117","3,40,37,68,553.90","84,283","14,30,710","42.72"
"HCLTECH","EQ","15-Nov-2018","997.10","999.90","1,029.00","981.80","988.65","988.75","1,004.40","17,91,153","1,79,90,32,020.00","89,278","8,48,246","47.36"
