SYMBOL,SERIES,DATE,PREV. CLOSE,OPEN,HIGH,LOW,LTP,CLOSE,VWAP,VOLUME,VALUE,NO. OF TRADES,DELIVERABLE QTY,DELIVERABLE %
TCS,EQ,2018-05-16,3482.4,3479.95,3509.0,3475.25,3497.0,3493.9,3494.21,824225,2880012135.0,62359,462112.0,56.07
TCS,EQ,2018-05-17,3493.9,3512.95,3533.15,3476.0,3480.8,3491.8,3509.69,1484024,5208463595.05,147144,968752.0,65.28
TCS,EQ,2018-05-18,3491.8,3480.8,3517.7,3458.0,3495.0,3502.05,3487.86,937498,3269860706.55,71488,518150.0,55.27
TCS,EQ,2018-05-21,3502.05,3528.7,3592.0,3518.05,3551.8,3556.75,3567.15,1723089,6146517739.55,113610,883903.0,51.3
TCS,EQ,2018-05-22,3556.75,3558.0,3574.95,3493.7,3514.4,3508.9,3520.43,928708,3269452704.0,71360,523307.0,56.35
TCS,EQ,2018-05-23,3508.9,3525.0,3545.0,3481.0,3498.95,3495.1,3513.84,753649,2648198399.95,65699,407054.0,54.01
TCS,EQ,2018-05-24,3495.1,3510.0,3615.0,3502.35,3610.75,3603.7,3579.69,1481158,5302086674.25,78667,655097.0,44.23
TCS,EQ,2018-05-25,3603.7,3625.0,3674.8,3572.55,3589.9,3585.8,3633.11,1884886,6848001305.3,142355,954659.0,50.65
TCS,EQ,2018-05-28,3585.8,3616.5,3616.5,3486.0,3499.35,3502.05,3516.38,1858399,6534828349.5,142950,1041835.0,56.06
TCS,EQ,2018-05-29,3502.05,3529.9,3544.0,3488.0,3519.95,3523.5,3517.42,1762656,6200008340.15,101072,834822.0,47.36
TCS,EQ,2018-05-30,3523.5,3509.05,3533.0,3482.5,3507.5,3514.1,3508.9,1889553,6630243746.65,125085,1124217.0,59.5
TCS,EQ,2018-05-31,3514.1,1734.0,1759.05,1726.1,1748.85,1741.05,1742.44,5049371,8798250473.7,207998,3447026.0,68.27
TCS,EQ,2018-06-01,1741.05,1754.0,1757.5,1716.3,1732.0,1732.45,1742.29,1603856,2794386298.35,74272,924751.0,57.66
TCS,EQ,2018-06-04,1732.45,1745.0,1749.0,1712.6,1742.0,1744.25,1730.25,1681483,2909393689.7,96686,928452.0,55.22
TCS,EQ,2018-06-05,1744.25,1744.0,1751.9,1711.15,1723.0,1721.6,1728.88,2449568,4235000687.9,133067,1492228.0,60.92
TCS,EQ,2018-06-06,1721.6,1723.0,1734.9,1715.2,1725.0,1725.75,1725.85,2236512,3859874684.1,73770,1573892.0,70.37
TCS,EQ,2018-06-07,1725.75,1725.0,1749.0,1723.8,1734.05,1735.55,1738.0,2414762,4196845765.2,105531,1639426.0,67.89
TCS,EQ,2018-06-08,1735.55,1735.0,1757.3,1735.0,1742.95,1747.1,1748.59,2582138,4515097488.7,90908,1640936.0,63.55
TCS,EQ,2018-06-11,1747.1,1747.1,1763.0,1743.0,1750.9,1749.7,1752.55,2179378,3819463189.45,104681,1659838.0,76.16
TCS,EQ,2018-06-12,1749.7,1757.0,1785.0,1753.0,1781.05,1781.0,1773.52,4608875,8173948345.1,108707,3580858.0,77.69
TCS,EQ,2018-06-13,1781.0,1816.0,1831.65,1798.0,1824.0,1824.1,1818.17,5370983,9765380711.8,236378,2862488.0,53.3
TCS,EQ,2018-06-14,1824.1,1830.0,1832.3,1784.0,1784.95,1787.55,1795.49,3819998,6858771088.2,185231,2405344.0,62.97
TCS,EQ,2018-06-15,1787.55,1800.0,1847.1,1788.6,1840.0,1840.05,1823.42,9183574,16745544383.35,232555,4247203.0,46.25
TCS,EQ,2018-06-18,1840.05,1867.95,1867.95,1822.15,1824.0,1829.0,1840.85,4674987,8605956299.9,212032,2287621.0,48.93
TCS,EQ,2018-06-19,1829.0,1822.15,1839.0,1821.0,1822.9,1824.5,1829.83,3245034,5937862115.25,139033,1712806.0,52.78
TCS,EQ,2018-06-20,1824.5,1832.0,1836.3,1818.6,1820.0,1822.45,1828.68,3107695,5682968753.9,151059,2297300.0,73.92
TCS,EQ,2018-06-21,1822.45,1832.0,1832.0,1817.6,1820.0,1819.35,1822.83,2910659,5305644225.8,130989,2119842.0,72.83
TCS,EQ,2018-06-22,1819.35,1827.0,1827.0,1799.55,1809.0,1809.8,1810.38,2949458,5339626532.7,225703,2149173.0,72.87
TCS,EQ,2018-06-25,1809.8,1811.9,1822.35,1806.0,1817.75,1819.25,1817.52,2083217,3786278981.15,115086,1348047.0,64.71
TCS,EQ,2018-06-26,1819.25,1823.0,1861.0,1821.0,1852.05,1852.0,1842.52,4679712,8622455574.95,160270,3197021.0,68.32
TCS,EQ,2018-06-27,1852.0,1860.0,1885.15,1851.25,1857.5,1858.0,1870.51,4081208,7633922937.85,163411,1967182.0,48.2
TCS,EQ,2018-06-28,1858.0,1865.0,1871.0,1826.3,1844.1,1842.7,1846.23,4888125,9024622355.45,176902,3110366.0,63.63
TCS,EQ,2018-06-29,1842.7,1844.9,1867.4,1842.3,1844.95,1847.75,1851.25,3506276,6490978437.6,213525,2265670.0,64.62
TCS,EQ,2018-07-02,1847.75,1852.0,1857.8,1841.1,1854.05,1851.35,1852.0,2650290,4908342579.9,137325,1969574.0,74.32
TCS,EQ,2018-07-03,1851.35,1859.95,1879.9,1857.05,1874.25,1874.05,1872.16,3242233,6069985147.5,191297,2047537.0,63.15
TCS,EQ,2018-07-04,1874.05,1879.9,1879.9,1857.15,1867.0,1866.15,1863.61,2700614,5032886447.2,116958,1997832.0,73.98
TCS,EQ,2018-07-05,1866.15,1873.0,1887.5,1862.1,1883.8,1880.3,1874.33,2472571,4634408415.65,94620,1580212.0,63.91
TCS,EQ,2018-07-06,1880.3,1882.85,1921.0,1881.65,1917.75,1912.95,1907.65,3713781,7084608223.6,143673,2110559.0,56.83
TCS,EQ,2018-07-09,1912.95,1924.0,1924.4,1876.5,1884.2,1883.0,1888.15,6151747,11615411506.8,193730,4089052.0,66.47
TCS,EQ,2018-07-10,1883.0,1898.0,1898.9,1870.75,1876.05,1875.1,1881.79,5303302,9979704601.25,187687,3366084.0,63.47
TCS,EQ,2018-07-11,1875.1,1900.0,1998.0,1894.15,1970.0,1979.9,1951.99,22903802,44708105351.4,482657,9308170.0,40.64
TCS,EQ,2018-07-12,1979.9,1984.0,1990.9,1960.5,1973.0,1971.35,1972.52,6921701,13653172983.9,204057,3235315.0,46.74
TCS,EQ,2018-07-13,1971.35,1975.0,1997.9,1974.0,1977.6,1981.1,1986.23,4148185,8239240068.0,146909,1571340.0,37.88
TCS,EQ,2018-07-16,1981.1,1990.0,1996.0,1977.45,1988.85,1989.2,1988.74,2582159,5135235030.6,112338,1428885.0,55.34
TCS,EQ,2018-07-17,1989.2,1989.0,2009.0,1981.0,2000.0,2002.15,1994.6,3315492,6613072315.45,105130,2074936.0,62.58
TCS,EQ,2018-07-18,2002.15,2005.0,2011.7,1993.05,2000.0,2000.25,2000.88,2013869,4029511535.6,93022,1182682.0,58.73
TCS,EQ,2018-07-19,2000.25,2002.1,2010.45,1970.0,1986.0,1981.4,1984.27,1746318,3465172736.0,81270,806524.0,46.18
TCS,EQ,2018-07-20,1981.4,1984.9,2000.0,1984.0,1998.1,1996.6,1993.61,1934995,3857631216.0,97910,1145691.0,59.21
TCS,EQ,2018-07-23,1996.6,2001.0,2009.95,1986.0,2001.1,2005.65,2005.83,2086201,4184572277.1,88812,1490091.0,71.43
TCS,EQ,2018-07-24,2005.65,2015.0,2015.0,1984.15,1996.45,1999.0,1998.52,2038423,4073820958.05,96571,1388444.0,68.11
TCS,EQ,2018-07-25,1999.0,2001.9,2002.0,1968.4,1977.5,1981.5,1979.25,1535492,3039127153.4,92993,878512.0,57.21
TCS,EQ,2018-07-26,1981.5,1974.95,1985.0,1955.1,1956.0,1964.7,1968.67,3503036,6896326862.9,110618,2533158.0,72.31
TCS,EQ,2018-07-27,1964.7,1960.85,1964.65,1940.3,1943.75,1943.75,1948.53,2033977,3963271946.5,103516,1389322.0,68.31
TCS,EQ,2018-07-30,1943.75,1943.0,1954.7,1931.55,1944.3,1944.6,1942.3,1579251,3067386014.45,74802,862487.0,54.61
TCS,EQ,2018-07-31,1944.6,1942.0,1947.0,1928.0,1947.0,1940.2,1934.85,2204803,4265970111.15,125163,1494920.0,67.8
TCS,EQ,2018-08-01,1940.2,1949.95,1981.55,1949.8,1973.0,1976.5,1972.85,2425180,4784507538.7,94019,1409120.0,58.1
TCS,EQ,2018-08-02,1976.5,1980.0,1985.0,1945.0,1947.5,1948.4,1960.41,1509287,2958815209.4,85680,842778.0,55.84
TCS,EQ,2018-08-03,1948.4,1956.5,1982.05,1956.5,1978.0,1979.45,1973.58,1505131,2970498995.4,91920,938806.0,62.37
TCS,EQ,2018-08-06,1979.45,1997.0,1998.95,1972.25,1975.05,1975.55,1981.25,1532249,3035769014.75,62917,920478.0,60.07
TCS,EQ,2018-08-07,1975.55,1978.2,1979.15,1960.5,1969.0,1967.35,1967.34,1353560,2662908261.65,95485,914572.0,67.57
TCS,EQ,2018-08-08,1967.35,1972.0,1978.3,1962.0,1975.0,1974.0,1969.57,1315062,2590100268.35,78555,902368.0,68.62
TCS,EQ,2018-08-09,1974.0,1980.0,1980.8,1966.0,1978.0,1974.35,1974.51,2060297,4068073026.6,88956,1627842.0,79.01
TCS,EQ,2018-08-10,1974.35,1980.95,1996.5,1972.05,1992.0,1993.1,1985.67,2784105,5528317088.35,105306,2064227.0,74.14
TCS,EQ,2018-08-13,1993.1,1997.8,2004.25,1990.0,1999.5,2000.15,1998.04,3559575,7112184424.5,176860,2630963.0,73.91
TCS,EQ,2018-08-14,2000.15,1992.0,2024.6,1982.4,2000.0,2003.55,2010.34,3311765,6657770585.3,120349,1934826.0,58.42
TCS,EQ,2018-08-16,2003.55,2000.3,2020.05,1995.0,2009.1,2008.5,2008.49,2152065,4322407891.55,153660,1390016.0,64.59
TCS,EQ,2018-08-17,2008.5,2013.85,2021.9,2004.0,2010.0,2012.75,2012.85,1213731,2443058585.35,114738,719022.0,59.24
TCS,EQ,2018-08-20,2012.75,2024.0,2024.0,2003.7,2014.15,2009.95,2011.43,1587032,3192197146.6,125610,1020783.0,64.32
TCS,EQ,2018-08-21,2009.95,2010.15,2024.0,2004.0,2014.0,2017.65,2015.38,1376866,2774903727.95,67624,826204.0,60.01
TCS,EQ,2018-08-23,2017.65,2022.8,2038.0,2020.3,2033.9,2035.1,2030.81,3046791,6187460520.7,147069,2229341.0,73.17
TCS,EQ,2018-08-24,2035.1,2035.1,2046.0,2031.0,2041.6,2043.0,2041.86,1570533,3206801587.6,89779,1071112.0,68.2
TCS,EQ,2018-08-27,2043.0,2043.0,2059.0,2035.0,2050.05,2050.9,2051.79,1532702,3144788538.7,95164,1066284.0,69.57
TCS,EQ,2018-08-28,2050.9,2055.0,2072.0,2052.0,2069.95,2069.2,2065.5,1987983,4106175143.6,108533,1297603.0,65.27
TCS,EQ,2018-08-29,2069.2,2072.5,2076.6,2045.6,2073.25,2072.0,2065.1,1525867,3151066991.15,88327,896703.0,58.77
TCS,EQ,2018-08-30,2072.0,2068.0,2085.0,2065.5,2081.25,2082.4,2078.06,2408020,5003999131.15,125517,1793156.0,74.47
TCS,EQ,2018-08-31,2082.4,2082.3,2092.0,2074.0,2078.0,2078.4,2082.1,2504554,5214722720.85,137612,1422197.0,56.78
TCS,EQ,2018-09-03,2078.4,2084.8,2090.0,2048.4,2050.3,2052.9,2072.5,1439711,2983803308.9,66713,816070.0,56.68
TCS,EQ,2018-09-04,2052.9,2059.8,2104.75,2056.95,2100.0,2098.9,2093.77,4420803,9256152898.55,272369,2931637.0,66.31
TCS,EQ,2018-09-05,2098.9,2100.0,2107.25,2075.05,2077.0,2079.25,2086.52,1681106,3507659103.7,125377,1034014.0,61.51
TCS,EQ,2018-09-06,2079.25,2075.0,2081.5,2060.3,2074.5,2075.3,2070.41,2238097,4633767811.5,123504,1585975.0,70.86
TCS,EQ,2018-09-07,2075.3,2079.3,2084.0,2065.4,2078.75,2079.85,2076.27,1312182,2724446612.15,91094,898428.0,68.47
TCS,EQ,2018-09-10,2079.85,2084.4,2093.4,2074.25,2084.0,2080.75,2083.98,1530539,3189620194.9,96119,1177046.0,76.9
TCS,EQ,2018-09-11,2080.75,2089.0,2089.0,2042.2,2045.15,2046.25,2055.93,3679745,7565314867.5,153230,2033267.0,55.26
TCS,EQ,2018-09-12,2046.25,2052.35,2068.9,2040.0,2045.0,2043.95,2048.93,2307661,4728228780.2,135528,1632725.0,70.75
TCS,EQ,2018-09-14,2043.95,2044.0,2071.55,2018.15,2066.95,2065.4,2042.02,3642038,7437129776.35,160266,2334308.0,64.09
TCS,EQ,2018-09-17,2065.4,2070.0,2077.8,2054.55,2072.0,2074.15,2067.17,1033857,2137157571.1,66371,547913.0,53.0
TCS,EQ,2018-09-18,2074.15,2073.0,2078.8,2057.6,2074.0,2070.75,2069.75,1456507,3014609448.25,77936,978158.0,67.16
TCS,EQ,2018-09-19,2070.75,2071.9,2089.0,2066.85,2076.0,2077.9,2081.53,1301268,2708622535.5,122321,893572.0,68.67
TCS,EQ,2018-09-21,2077.9,2077.0,2121.0,2050.15,2111.9,2103.15,2083.75,4508530,9394632968.15,163985,3097568.0,68.7
TCS,EQ,2018-09-24,2103.15,2115.0,2210.5,2098.15,2208.0,2198.45,2168.27,3032226,6574669912.9,134605,1315871.0,43.4
TCS,EQ,2018-09-25,2198.45,2204.9,2211.9,2153.8,2183.1,2183.2,2186.15,2868778,6271565161.1,141519,1361286.0,47.45
TCS,EQ,2018-09-26,2183.2,2187.0,2199.0,2135.1,2147.15,2142.15,2161.8,1970951,4260808099.45,95921,1029552.0,52.24
TCS,EQ,2018-09-27,2142.15,2141.9,2209.7,2135.8,2185.0,2188.85,2175.57,3311802,7205048027.4,110444,2154576.0,65.06
TCS,EQ,2018-09-28,2188.85,2178.0,2190.0,2158.85,2186.0,2183.7,2177.54,2904371,6324389223.4,150520,1991218.0,68.56
TCS,EQ,2018-10-01,2183.7,2190.9,2275.95,2190.35,2250.3,2255.55,2242.36,3772208,8458652684.9,201352,1984270.0,52.6
TCS,EQ,2018-10-03,2255.55,2250.3,2255.0,2155.6,2156.65,2162.85,2195.08,3902322,8565892400.85,205361,2169318.0,55.59
TCS,EQ,2018-10-04,2162.85,2156.6,2156.65,2056.35,2063.0,2064.8,2084.35,4762419,9926539004.55,190870,2569525.0,53.95
TCS,EQ,2018-10-05,2064.8,2050.0,2120.0,2020.9,2100.0,2102.65,2079.05,3417624,7105425699.55,141442,1731277.0,50.66
TCS,EQ,2018-10-08,2102.65,2102.65,2122.2,2048.15,2077.4,2077.55,2074.99,2010154,4171051462.05,133651,757445.0,37.68
TCS,EQ,2018-10-09,2077.55,2080.35,2107.65,2053.2,2093.2,2091.8,2086.07,1867130,3894967407.8,95316,945345.0,50.63
TCS,EQ,2018-10-10,2091.8,2100.0,2105.95,2029.0,2044.0,2043.6,2063.1,2749573,5672634238.6,185433,1502793.0,54.66
TCS,EQ,2018-10-11,2043.6,1985.0,2013.0,1941.0,1995.0,1979.95,1984.8,4700256,9329052362.35,217064,2021364.0,43.01
TCS,EQ,2018-10-12,1979.95,1978.0,1978.0,1903.0,1920.0,1918.3,1927.35,9373289,18065633066.8,337356,2762121.0,29.47
TCS,EQ,2018-10-15,1918.3,1940.0,1955.55,1920.0,1954.6,1949.5,1939.74,2638151,5117323443.3,102337,763748.0,28.95
TCS,EQ,2018-10-16,1949.5,1958.0,1971.9,1935.0,1964.05,1962.3,1952.66,2815425,5497567674.45,116402,1452366.0,51.59
TCS,EQ,2018-10-17,1962.3,1970.0,1989.0,1920.0,1930.0,1929.4,1945.4,2779207,5406659605.95,149723,1740869.0,62.64
TCS,EQ,2018-10-19,1929.4,1929.0,1929.0,1870.05,1920.0,1913.2,1896.96,3428776,6504263185.65,152721,2021191.0,58.95
TCS,EQ,2018-10-22,1913.2,1914.0,1916.0,1886.95,1900.25,1903.0,1903.03,1778496,3384527484.4,104583,1098447.0,61.76
TCS,EQ,2018-10-23,1903.0,1888.0,1898.0,1837.0,1847.75,1843.65,1865.59,2752811,5135609621.3,150962,1768972.0,64.26
TCS,EQ,2018-10-24,1843.65,1852.05,1874.0,1811.1,1865.5,1848.5,1841.95,2735913,5039409502.55,143163,1233577.0,45.09
TCS,EQ,2018-10-25,1848.5,1844.0,1876.9,1825.05,1845.0,1853.0,1859.3,2507233,4661706320.6,160372,1384218.0,55.21
TCS,EQ,2018-10-26,1853.0,1853.9,1853.9,1791.1,1796.0,1799.1,1813.56,2285970,4145736813.3,166483,1227023.0,53.68
TCS,EQ,2018-10-29,1799.1,1808.7,1877.95,1784.35,1866.0,1871.0,1832.62,2609483,4782188593.4,119651,1435920.0,55.03
TCS,EQ,2018-10-30,1871.0,1867.0,1909.4,1845.0,1894.0,1894.8,1890.59,2404883,4546640692.8,125360,1105832.0,45.98
TCS,EQ,2018-10-31,1894.8,1900.0,1943.9,1875.45,1934.6,1938.15,1915.93,2769190,5305567326.85,155493,1465913.0,52.94
TCS,EQ,2018-11-01,1938.15,1943.65,1944.35,1901.3,1928.0,1935.75,1918.75,2769759,5314468623.65,136593,1759583.0,63.53
TCS,EQ,2018-11-02,1935.75,1934.2,1954.6,1905.0,1913.45,1913.45,1926.04,1818635,3502756049.75,89292,770182.0,42.35
TCS,EQ,2018-11-05,1913.45,1910.0,1927.35,1884.75,1894.0,1890.85,1901.41,1713366,3257810198.8,97267,932470.0,54.42
TCS,EQ,2018-11-06,1890.85,1894.0,1937.5,1891.0,1930.0,1932.7,1926.88,1398710,2695142003.45,81458,581307.0,41.56
TCS,EQ,2018-11-07,1932.7,1940.0,1949.0,1937.0,1941.0,1942.15,1942.26,144530,280714185.3,9190,41471.0,28.69
TCS,EQ,2018-11-09,1942.15,1961.0,1961.95,1905.0,1908.0,1909.2,1918.61,2570479,4931753732.35,201582,1692526.0,65.84
TCS,EQ,2018-11-12,1909.2,1908.5,1946.1,1908.5,1917.8,1914.85,1928.01,2552008,4920284833.9,94374,1323167.0,51.85
TCS,EQ,2018-11-13,1914.85,1915.0,1939.0,1903.0,1936.2,1934.95,1927.95,1418432,2734662510.75,60182,724102.0,51.05
TCS,EQ,2018-11-14,1934.95,1925.0,1929.9,1870.0,1880.0,1880.65,1883.81,2422318,4563195896.65,112536,1410903.0,58.25
TCS,EQ,2018-11-15,1880.65,1864.0,1899.0,1857.6,1877.0,1872.85,1881.5,1829123,3441500866.15,132944,746855.0,40.83
TCS,EQ,2018-11-16,1872.85,1889.0,1899.8,1870.25,1889.0,1886.6,1883.01,1829729,3445403284.0,86826,1011076.0,55.26
TCS,EQ,2018-11-19,1886.6,1899.0,1907.35,1864.3,1902.0,1902.45,1883.58,1740628,3278604708.1,81373,964132.0,55.39
TCS,EQ,2018-11-20,1902.45,1902.0,1902.0,1874.2,1880.0,1878.25,1883.47,1190182,2241673953.05,60265,569446.0,47.85
TCS,EQ,2018-11-21,1878.25,1871.0,1871.05,1798.55,1813.0,1812.0,1813.73,3840461,6965554445.0,182675,1879471.0,48.94
TCS,EQ,2018-11-22,1812.0,1820.0,1847.6,1809.95,1816.2,1812.55,1830.63,3194219,5847440797.4,139414,1785075.0,55.88
TCS,EQ,2018-11-26,1812.55,1819.0,1860.0,1784.5,1846.0,1846.1,1813.41,4333177,7857828743.15,203328,2541269.0,58.65
TCS,EQ,2018-11-27,1846.1,1854.0,1897.9,1835.35,1895.0,1890.25,1864.24,3344839,6235572685.1,143244,1708874.0,51.09
TCS,EQ,2018-11-28,1890.25,1889.0,1989.0,1882.5,1985.05,1983.9,1951.77,5313249,10370244428.75,227744,2551399.0,48.02
TCS,EQ,2018-11-29,1983.9,1997.0,1997.0,1942.55,1970.0,1960.55,1964.64,4035441,7928194385.75,160612,1363605.0,33.79
TCS,EQ,2018-11-30,1960.55,1966.0,1991.0,1959.85,1974.8,1968.25,1972.18,5268901,10391195273.15,205076,3365155.0,63.87
TCS,EQ,2018-12-03,1968.25,1984.0,1990.0,1968.3,1984.0,1982.4,1978.67,1610576,3186800046.15,125194,839773.0,52.14
TCS,EQ,2018-12-04,1982.4,1983.0,2019.4,1971.0,2009.85,2010.85,2004.77,3270615,6556823314.95,143841,1493209.0,45.66
TCS,EQ,2018-12-05,2010.85,2006.0,2018.0,1985.0,2003.9,2006.75,2004.02,2501539,5013123489.45,107625,1257790.0,50.28
TCS,EQ,2018-12-06,2006.75,1998.0,2017.0,1979.6,1990.0,1992.7,1997.82,2321216,4637371315.5,123556,1077051.0,46.4
TCS,EQ,2018-12-07,1992.7,1985.05,2003.9,1973.0,1999.85,1995.2,1991.36,1680420,3346325826.5,99269,787957.0,46.89
TCS,EQ,2018-12-10,1995.2,1975.0,2011.0,1960.0,1961.0,1975.8,1988.81,2010786,3999073163.95,131125,881798.0,43.85
TCS,EQ,2018-12-11,1975.8,1970.0,2010.0,1961.0,1997.05,2000.0,1993.07,2942014,5863626489.6,155565,1411423.0,47.97
TCS,EQ,2018-12-12,2000.0,2001.1,2022.0,1984.95,2016.5,2016.8,2011.87,2219993,4466342395.75,137802,941049.0,42.39
TCS,EQ,2018-12-13,2016.8,2024.0,2029.7,1974.5,1981.95,1982.6,1995.57,3748429,7480237533.05,230059,2212914.0,59.04
TCS,EQ,2018-12-14,1982.6,1983.0,1998.95,1975.25,1989.0,1989.75,1984.61,2473761,4909442438.4,131978,1452064.0,58.7
TCS,EQ,2018-12-17,1989.75,1999.0,2004.9,1985.0,1992.9,1994.3,1993.85,1227921,2448295270.75,82547,588400.0,47.92
TCS,EQ,2018-12-18,1994.3,1991.9,2002.0,1976.4,1987.9,1987.85,1986.56,1768742,3513711449.25,98048,969344.0,54.8
TCS,EQ,2018-12-19,1987.85,1984.8,1984.8,1960.05,1970.8,1968.45,1968.84,2498833,4919804830.75,162431,1521333.0,60.88
TCS,EQ,2018-12-20,1968.45,1953.8,1974.9,1946.0,1955.0,1954.05,1955.65,1940277,3794509954.25,110330,985457.0,50.79
TCS,EQ,2018-12-21,1954.05,1948.0,1950.0,1886.55,1905.0,1895.8,1913.17,3729956,7136052188.45,148411,2165114.0,58.05
TCS,EQ,2018-12-24,1895.8,1905.8,1938.9,1905.0,1922.0,1918.5,1924.7,1864116,3587857371.6,94556,584722.0,31.37
TCS,EQ,2018-12-26,1918.5,1921.8,1921.8,1870.25,1892.0,1889.2,1884.77,2446614,4611297888.7,97165,1206484.0,49.31
TCS,EQ,2018-12-27,1889.2,1909.0,1941.7,1872.1,1909.1,1908.95,1920.44,4968201,9541145913.9,143656,1869270.0,37.62
TCS,EQ,2018-12-28,1908.95,1915.0,1920.0,1893.0,1897.0,1896.05,1907.36,2239130,4270838131.8,112230,1238176.0,55.3
TCS,EQ,2018-12-31,1896.05,1908.0,1909.0,1886.15,1894.75,1893.05,1896.42,1879740,3564772253.95,66284,1025862.0,54.57
TCS,EQ,2019-01-01,1893.05,1896.0,1910.0,1885.0,1905.9,1902.8,1899.78,1094883,2080034193.5,32636,489139.0,44.68
TCS,EQ,2019-01-02,1902.8,1905.0,1934.45,1900.0,1919.0,1923.3,1922.9,2100463,4038986341.2,85488,664045.0,31.61
TCS,EQ,2019-01-03,1923.3,1919.0,1944.95,1893.1,1901.0,1899.95,1916.85,2611668,5006177890.75,144072,1250117.0,47.87
TCS,EQ,2019-01-04,1899.95,1900.0,1901.2,1841.0,1882.0,1876.85,1869.19,4280862,8001741605.35,208198,1657983.0,38.73
TCS,EQ,2019-01-07,1876.85,1891.8,1908.8,1881.0,1898.0,1897.9,1894.04,1856423,3516134996.45,87327,956009.0,51.5
TCS,EQ,2019-01-08,1897.9,1905.4,1906.4,1883.3,1891.0,1893.55,1892.03,1691756,3200853934.3,93357,795046.0,47.0
TCS,EQ,2019-01-09,1893.55,1907.4,1919.0,1866.7,1884.6,1886.95,1897.56,2414376,4581424758.65,120123,996472.0,41.27
TCS,EQ,2019-01-10,1886.95,1890.0,1905.0,1872.1,1883.0,1888.55,1891.77,3053461,5776451269.6,123512,1290181.0,42.25
TCS,EQ,2019-01-11,1888.55,1870.0,1875.0,1835.0,1843.45,1842.55,1849.37,9209862,17032412186.85,290559,2969901.0,32.25
TCS,EQ,2019-01-14,1842.55,1850.0,1851.0,1810.0,1815.45,1813.25,1817.21,3615370,6569891233.4,193940,2059040.0,56.95
TCS,EQ,2019-01-15,1813.25,1810.0,1869.35,1808.0,1866.0,1867.8,1857.55,7711653,14324788401.4,199057,1656095.0,21.48
TCS,EQ,2019-01-16,1867.8,1870.0,1875.0,1847.0,1873.95,1870.15,1861.89,2359280,4392724354.1,131093,1033927.0,43.82
TCS,EQ,2019-01-17,1870.15,1878.0,1898.0,1871.3,1895.0,1894.3,1887.33,2625816,4955787778.1,124983,1357445.0,51.7
TCS,EQ,2019-01-18,1894.3,1881.0,1904.2,1876.0,1899.5,1900.65,1891.36,1683728,3184540713.1,110667,811536.0,48.2
TCS,EQ,2019-01-21,1900.65,1902.0,1932.0,1895.45,1903.5,1908.7,1916.27,2409803,4617841216.5,119665,1055927.0,43.82
TCS,EQ,2019-01-22,1908.7,1907.1,1918.25,1890.0,1896.7,1901.9,1902.97,2457093,4675762855.45,186202,1563235.0,63.62
TCS,EQ,2019-01-23,1901.9,1901.0,1906.1,1870.0,1881.0,1875.6,1882.8,2578169,4854176208.75,116599,1508210.0,58.5
TCS,EQ,2019-01-24,1875.6,1884.8,1905.25,1875.0,1902.0,1901.55,1893.8,1962927,3717393857.35,109822,967677.0,49.3
TCS,EQ,2019-01-25,1901.55,1902.0,1935.0,1901.0,1919.5,1920.8,1921.92,2327080,4472468048.2,96992,1023079.0,43.96
TCS,EQ,2019-01-28,1920.8,1933.0,1962.0,1925.5,1960.0,1955.0,1948.39,2769033,5395144625.05,108034,,
TCS,EQ,2019-01-29,1955.0,1962.0,1989.05,1936.65,1983.35,1982.75,1959.99,2557626,5012920415.3,120832,1311491.0,51.28
TCS,EQ,2019-01-30,1982.75,1979.6,1989.5,1954.65,1984.15,1981.4,1975.06,2429575,4798566666.9,112445,1325919.0,54.57
TCS,EQ,2019-01-31,1981.4,1987.0,2019.75,1985.0,2009.5,2014.1,2008.37,4094319,8222922479.7,146142,2810409.0,68.64
TCS,EQ,2019-02-01,2014.1,2009.5,2034.75,1998.1,2024.2,2029.95,2022.08,3064163,6195976319.75,113684,1682369.0,54.9
TCS,EQ,2019-02-04,2029.95,2029.95,2055.45,2023.0,2049.2,2050.25,2039.87,1590764,3244951832.05,67625,718838.0,45.19
TCS,EQ,2019-02-05,2050.25,2050.0,2055.0,2028.0,2051.0,2044.55,2043.13,1111404,2270739557.2,50408,333979.0,30.05
TCS,EQ,2019-02-06,2044.55,2049.9,2086.85,2041.05,2070.0,2074.8,2067.55,1789812,3700533606.15,84074,886665.0,49.54
TCS,EQ,2019-02-07,2074.8,2074.75,2097.95,2067.0,2078.25,2082.9,2084.77,1339945,2793476400.35,67902,658726.0,49.16
TCS,EQ,2019-02-08,2082.9,2075.0,2089.5,2051.0,2055.65,2061.4,2072.46,1684474,3490998247.35,71171,936611.0,55.6
TCS,EQ,2019-02-11,2061.4,2060.0,2096.0,2048.9,2065.6,2065.9,2077.11,1778730,3694622315.8,83603,901516.0,50.68
TCS,EQ,2019-02-12,2065.9,2070.0,2070.0,2018.0,2051.0,2051.6,2042.96,2422903,4949899350.85,115864,1168012.0,48.21
TCS,EQ,2019-02-13,2051.6,2062.0,2083.0,2050.5,2057.0,2065.4,2064.32,2808581,5797796619.7,141176,1586016.0,56.47
TCS,EQ,2019-02-14,2065.4,2060.05,2075.0,2033.05,2049.0,2044.6,2050.83,1724085,3535809084.55,82641,917991.0,53.25
