"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"WIPRO","EQ","30-Dec-2022","390.75","393.00","396.30","391.55","392.75","392.75","393.92","41,28,278","1,62,62,08,140.20","70,935","16,66,816","40.38"
"WIPRO","EQ","29-Dec-2022","387.80","386.25","392.10","384.80","391.00","390.75","388.54","47,42,699","1,84,27,39,110.10","80,438","20,88,337","44.03"
"WIPRO","EQ","28-Dec-2022","386.60","385.00","389.55","383.25","387.75","387.80","387.16","38,38,001","1,48,59,12,242.20","78,572","16,17,319","42.14"
"WIPRO","EQ","27-Dec-2022","380.50","382.50","387.35","380.25","387.05","386.60","384.31","38,42,920","1,47,68,61,932.20","60,580","14,14,286","36.80"
"WIPRO","EQ","26-Dec-2022","377.65","378.00","381.60","376.30","380.20","380.50","380.03","36,30,574","1,37,97,39,622.75","90,962","15,73,688","43.35"
"WIPRO","EQ","23-Dec-2022","388.75","384.00","385.85","377.00","378.15","377.65","380.85","60,60,355","2,30,80,90,374.10","1,77,514","29,45,088","48.60"
"WIPRO","EQ","22-Dec-2022","389.50","390.10","391.95","386.00","388.30","388.75","388.60","45,46,900","1,76,69,29,109.00","1,10,463","21,87,343","48.11"
"WIPRO","EQ","21-Dec-2022","388.95","390.90","393.25","387.85","389.10","389.50","390.18","51,07,607","1,99,29,11,389.45","85,256","25,33,216","49.60"
"WIPRO","EQ","20-Dec-2022","389.05","388.80","389.90","383.00","389.90","388.95","386.27","43,89,279","1,69,54,64,556.25","89,800","16,20,868","36.93"
"WIPRO","EQ","19-Dec-2022","389.75","388.45","390.50","385.70","389.80","389.05","388.03","44,19,023","1,71,47,12,801.05","1,10,160","20,05,610","45.39"
"WIPRO","EQ","16-Dec-2022","395.20","391.40","394.80","388.05","389.60","389.75","390.99","90,06,317","3,52,14,04,577.10","1,26,133","55,95,056","62.12"
"WIPRO","EQ","15-Dec-2022","400.05","399.75","399.75","394.05","395.10","395.20","396.40","38,83,463","1,53,94,15,084.55","92,350","18,86,755","48.58"
"WIPRO","EQ","14-Dec-2022","397.75","400.80","404.50","399.25","399.85","400.05","401.09","49,97,576","2,00,44,59,649.10","1,11,856","23,34,156","46.71"
