"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"TCS","EQ","30-Jun-2016","2,502.90","2,522.00","2,562.90","2,500.35","2,548.05","2,553.10","2,532.82","25,60,906","6,48,63,14,138.05","1,03,449","18,64,313","72.80"
"TCS","EQ","29-Jun-2016","2,463.95","2,475.00","2,512.50","2,465.30","2,500.00","2,502.90","2,489.12","12,65,632","3,15,03,11,553.80","64,129","9,04,197","71.44"
"TCS","EQ","28-Jun-2016","2,495.85","2,495.85","2,502.90","2,458.40","2,464.00","2,463.95","2,479.12","22,49,762","5,57,74,24,971.25","1,14,662","17,54,654","77.99"
"TCS","EQ","27-Jun-2016","2,573.95","2,547.00","2,547.00","2,482.65","2,496.70","2,495.85","2,499.20","21,36,283","5,33,89,93,014.80","1,38,232","14,62,323","68.45"
"TCS","EQ","24-Jun-2016","2,645.35","2,565.15","2,593.20","2,514.15","2,568.00","2,573.95","2,559.15","18,83,293","4,81,96,31,293.95","62,715","11,72,473","62.26"
"TCS","EQ","23-Jun-2016","2,667.65","2,655.00","2,659.50","2,625.30","2,644.45","2,645.35","2,642.78","6,98,507","1,84,60,02,543.75","54,736","4,49,412","64.34"
"TCS","EQ","22-Jun-2016","2,651.20","2,650.00","2,677.70","2,631.75","2,661.05","2,667.65","2,660.15","8,80,856","2,34,32,05,233.40","44,125","5,53,164","62.80"
"TCS","EQ","21-Jun-2016","2,659.30","2,663.50","2,665.00","2,641.40","2,646.00","2,651.20","2,650.08","5,13,845","1,36,17,28,432.60","28,193","3,54,624","69.01"
"TCS","EQ","20-Jun-2016","2,602.60","2,602.60","2,668.00","2,591.80","2,657.00","2,659.30","2,647.08","9,36,419","2,47,87,79,488.85","50,886","6,22,902","66.52"
"TCS","EQ","17-Jun-2016","2,558.30","2,559.00","2,610.00","2,559.00","2,600.00","2,602.60","2,590.05","9,39,494","2,43,33,36,684.35","46,942","6,78,061","72.17"
"TCS","EQ","16-Jun-2016","2,556.85","2,545.55","2,564.70","2,516.45","2,557.00","2,558.30","2,539.78","5,72,535","1,45,41,13,954.05","59,808","3,54,886","61.99"
"TCS","EQ","15-Jun-2016","2,534.85","2,530.00","2,564.90","2,522.00","2,558.50","2,556.85","2,540.82","6,35,422","1,61,44,92,174.20","52,990","4,34,986","68.46"
"TCS","EQ","14-Jun-2016","2,547.00","2,558.95","2,558.95","2,518.25","2,540.00","2,534.85","2,531.47","4,88,785","1,23,73,44,284.00","55,026","3,08,524","63.12"
"TCS","EQ","13-Jun-2016","2,555.75","2,540.00","2,553.35","2,518.00","2,545.25","2,547.00","2,538.25","5,14,989","1,30,71,70,875.45","32,894","2,90,396","56.39"
"TCS","EQ","10-Jun-2016","2,577.25","2,566.00","2,603.25","2,553.20","2,554.00","2,555.75","2,571.67","6,98,416","1,79,60,98,182.05","46,466","4,19,054","60.00"
"TCS","EQ","09-Jun-2016","2,613.10","2,622.40","2,622.40","2,555.20","2,581.90","2,577.25","2,581.13","7,81,069","2,01,60,42,632.05","51,060","4,85,172","62.12"
"TCS","EQ","08-Jun-2016","2,631.15","2,617.25","2,628.55","2,605.50","2,615.00","2,613.10","2,615.77","4,69,133","1,22,71,42,241.65","26,407","3,10,877","66.27"
"TCS","EQ","07-Jun-2016","2,612.50","2,614.00","2,639.00","2,613.00","2,631.60","2,631.15","2,628.62","6,01,097","1,58,00,55,394.90","43,777","4,00,449","66.62"
"TCS","EQ","06-Jun-2016","2,629.55","2,620.50","2,639.00","2,603.20","2,610.00","2,612.50","2,618.59","6,61,013","1,73,09,19,629.55","35,241","4,16,399","62.99"
"TCS","EQ","03-Jun-2016","2,650.15","2,651.40","2,658.00","2,620.50","2,628.00","2,629.55","2,631.87","7,77,461","2,04,61,78,881.75","59,436","5,55,925","71.51"
"TCS","EQ","02-Jun-2016","2,633.55","2,600.00","2,654.30","2,600.00","2,654.00","2,650.15","2,635.94","7,04,378","1,85,66,99,431.40","57,624","4,08,196","57.95"
"TCS","EQ","01-Jun-2016","2,569.40","2,571.20","2,645.00","2,571.00","2,633.90","2,633.55","2,625.05","9,55,971","2,50,94,70,849.20","67,647","5,73,454","59.99"
"TCS","EQ","31-May-2016","2,636.40","2,640.00","2,647.00","2,562.00","2,567.50","2,569.40","2,581.37","18,61,304","4,80,47,09,389.70","84,299","13,33,274","71.63"
"TCS","EQ","30-May-2016","2,572.65","2,583.00","2,641.95","2,582.00","2,636.05","2,636.40","2,617.50","6,74,732","1,76,61,11,536.45","46,344","3,71,709","55.09"
