"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"RELIANCE","EQ","29-Dec-2017","924.20","926.50","932.30","918.50","920.10","921.05","924.13","50,69,838","4,68,51,85,006.70","1,02,691","25,16,140","49.63"
"RELIANCE","EQ","28-Dec-2017","923.75","925.25","934.40","919.10","922.60","924.20","924.83","70,91,515","6,55,84,67,598.75","92,078","38,29,171","54.00"
"RELIANCE","EQ","27-Dec-2017","929.80","933.00","937.50","919.00","923.25","923.75","930.28","43,52,384","4,04,89,27,002.10","1,07,845","20,86,939","47.95"
"RELIANCE","EQ","26-Dec-2017","920.40","924.85","938.90","918.15","936.00","929.80","925.15","53,01,456","4,90,46,44,711.45","88,411","30,34,867","57.25"
"RELIANCE","EQ","22-Dec-2017","912.95","914.65","922.40","909.30","919.80","920.40","917.93","48,72,675","4,47,27,95,835.00","1,07,550","25,01,910","51.35"
"RELIANCE","EQ","21-Dec-2017","918.15","918.45","923.95","910.00","913.00","912.95","917.28","41,47,162","3,80,41,08,015.15","91,666","24,25,548","58.49"
"RELIANCE","EQ","20-Dec-2017","925.95","925.90","927.40","917.00","918.75","918.15","920.58","47,74,414","4,39,52,53,600.35","1,22,373","27,96,408","58.57"
"RELIANCE","EQ","19-Dec-2017","921.00","923.60","927.00","920.00","926.85","925.95","924.26","40,64,982","3,75,70,97,202.45","78,194","19,41,789","47.77"
"RELIANCE","EQ","18-Dec-2017","919.75","911.95","932.65","862.65","922.45","921.00","916.28","84,94,801","7,78,35,99,546.35","1,31,395","23,65,873","27.85"
"RELIANCE","EQ","15-Dec-2017","921.50","931.00","932.95","917.70","921.00","919.75","922.67","1,11,58,706","10,29,58,51,305.40","1,78,864","79,83,980","71.55"
"RELIANCE","EQ","14-Dec-2017","914.65","919.00","924.90","908.75","924.00","921.50","915.89","50,21,130","4,59,87,89,868.10","97,478","22,36,820","44.55"
"RELIANCE","EQ","13-Dec-2017","915.60","916.90","924.95","910.70","914.75","914.65","919.03","41,82,097","3,84,34,90,644.20","66,952","13,68,151","32.71"
"RELIANCE","EQ","12-Dec-2017","916.15","915.95","929.00","908.00","917.75","915.60","920.76","72,15,014","6,64,32,69,135.55","1,07,416","30,34,717","42.06"
"RELIANCE","EQ","11-Dec-2017","921.00","922.45","926.00","913.55","916.50","916.15","917.67","49,33,853","4,52,76,38,392.60","91,965","26,52,465","53.76"
"RELIANCE","EQ","08-Dec-2017","931.55","933.85","936.95","919.05","921.30","921.00","925.59","55,88,486","5,17,26,51,632.20","1,18,138","29,63,675","53.03"
"RELIANCE","EQ","07-Dec-2017","926.65","930.05","936.00","923.00","932.45","931.55","928.69","55,29,565","5,13,52,53,669.25","1,08,371","29,24,032","52.88"
"RELIANCE","EQ","06-Dec-2017","913.70","910.00","930.30","908.80","929.00","926.65","923.12","1,10,07,689","10,16,14,04,380.45","1,16,174","59,13,583","53.72"
"RELIANCE","EQ","05-Dec-2017","901.60","901.05","920.75","895.45","914.30","913.70","911.85","83,69,174","7,63,14,56,011.10","1,30,046","37,75,734","45.11"
"RELIANCE","EQ","04-Dec-2017","910.10","913.50","913.80","897.35","902.60","901.60","902.87","46,18,847","4,17,02,29,646.35","98,705","19,47,974","42.17"
