"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"INFY","EQ","30-Jun-2020","731.75","732.80","738.95","724.25","733.70","735.95","733.74","1,04,11,347","7,63,92,34,132.75","1,40,340","46,86,949","45.02"
"INFY","EQ","29-Jun-2020","748.20","735.40","744.70","730.10","731.40","731.75","735.05","89,54,490","6,58,20,24,856.20","1,28,524","31,07,259","34.70"
"INFY","EQ","26-Jun-2020","700.50","710.20","751.60","710.00","747.00","748.20","740.04","2,60,30,535","19,26,35,36,479.45","3,78,564","78,36,286","30.10"
"INFY","EQ","25-Jun-2020","714.15","704.85","705.60","693.50","700.70","700.50","700.31","1,49,45,304","10,46,63,23,460.00","2,14,685","78,28,966","52.38"
"INFY","EQ","24-Jun-2020","720.65","716.90","726.80","709.40","715.25","714.15","717.48","1,02,20,908","7,33,32,76,139.65","1,47,819","49,02,062","47.96"
"INFY","EQ","23-Jun-2020","703.70","695.70","724.50","692.10","720.00","720.65","713.34","1,21,57,486","8,67,24,64,910.20","2,03,759","49,86,125","41.01"
"INFY","EQ","22-Jun-2020","705.55","707.10","708.70","700.00","703.45","703.70","702.88","78,04,139","5,48,53,77,026.20","1,45,862","35,45,868","45.44"
"INFY","EQ","19-Jun-2020","713.90","709.00","711.90","701.00","708.15","705.55","704.87","2,24,38,873","15,81,64,32,219.65","2,66,933","1,22,33,953","54.52"
"INFY","EQ","18-Jun-2020","703.65","708.20","716.60","706.00","713.40","713.90","711.84","66,70,206","4,74,80,91,716.40","1,74,646","28,16,843","42.23"
"INFY","EQ","17-Jun-2020","701.20","699.90","710.30","698.00","704.60","703.65","705.40","72,91,919","5,14,37,52,646.30","1,36,959","38,82,325","53.24"
"INFY","EQ","16-Jun-2020","687.55","702.00","712.00","699.15","700.00","701.20","705.08","1,01,32,423","7,14,42,07,775.05","1,70,413","41,45,181","40.91"
"INFY","EQ","15-Jun-2020","692.05","693.00","704.40","685.25","688.05","687.55","692.55","78,57,344","5,44,16,12,326.85","1,05,262","31,95,578","40.67"
"INFY","EQ","12-Jun-2020","703.95","675.80","695.15","675.50","691.00","692.05","686.35","97,96,064","6,72,35,19,557.80","1,65,667","50,02,018","51.06"
"INFY","EQ","11-Jun-2020","715.85","712.00","713.40","700.25","703.80","703.95","707.70","88,25,914","6,24,61,23,985.50","1,40,529","39,18,922","44.40"
"INFY","EQ","10-Jun-2020","717.60","715.00","719.45","709.20","714.95","715.85","715.57","72,63,272","5,19,73,77,191.25","1,21,854","34,58,171","47.61"
"INFY","EQ","09-Jun-2020","720.85","720.00","729.60","715.05","715.05","717.60","721.62","1,00,78,863","7,27,30,61,785.45","1,73,628","40,04,917","39.74"
"INFY","EQ","08-Jun-2020","703.55","707.65","725.80","704.00","722.05","720.85","718.75","1,07,19,124","7,70,43,89,372.55","1,80,849","44,77,137","41.77"
"INFY","EQ","05-Jun-2020","707.75","707.00","711.70","700.60","704.75","703.55","705.80","77,18,943","5,44,80,30,851.95","1,24,734","31,91,258","41.34"
"INFY","EQ","04-Jun-2020","701.55","702.00","709.45","697.50","707.05","707.75","704.17","1,07,83,594","7,59,34,95,551.30","1,34,508","59,36,764","55.05"
"INFY","EQ","03-Jun-2020","708.10","710.70","711.90","696.00","702.85","701.55","702.71","1,13,78,568","7,99,58,69,972.15","1,79,242","64,10,775","56.34"
"INFY","EQ","02-Jun-2020","699.55","700.50","711.65","697.55","708.20","708.10","706.32","70,59,409","4,98,61,83,795.25","1,23,937","28,83,368","40.84"
"INFY","EQ","01-Jun-2020","691.00","698.75","706.65","691.50","699.55","699.55","700.27","1,22,76,649","8,59,69,81,339.80","1,66,839","53,06,820","43.23"
"INFY","EQ","29-May-2020","707.40","692.50","700.80","674.95","692.00","691.00","690.78","2,82,91,172","19,54,30,32,832.05","2,41,793","1,81,69,775","64.22"
"INFY","EQ","28-May-2020","705.45","707.00","710.00","690.00","706.00","707.40","699.96","94,40,121","6,60,76,99,864.30","1,41,590","26,57,015","28.15"
"INFY","EQ","27-May-2020","680.55","686.05","709.20","675.00","706.20","705.45","693.83","87,74,694","6,08,81,43,746.40","1,55,415","34,37,244","39.17"
"INFY","EQ","26-May-2020","692.35","693.00","699.45","679.00","681.30","680.55","689.51","70,99,719","4,89,53,18,483.95","1,22,600","31,21,766","43.97"
