"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"INFY","EQ","30-Jun-2017","930.20","930.80","938.00","929.00","934.40","935.55","934.42","21,08,350","1,97,00,90,052.20","64,325","15,26,984","72.43"
"INFY","EQ","29-Jun-2017","924.70","930.20","947.95","926.60","929.00","930.20","935.13","79,57,020","7,44,08,38,109.90","1,03,952","56,60,732","71.14"
"INFY","EQ","28-Jun-2017","927.05","932.80","933.00","921.00","924.00","924.70","925.73","29,52,612","2,73,33,10,088.65","98,295","20,94,305","70.93"
"INFY","EQ","27-Jun-2017","943.25","945.00","948.00","923.75","926.00","927.05","929.06","34,52,330","3,20,74,20,226.50","1,13,272","23,92,340","69.30"
"INFY","EQ","23-Jun-2017","940.15","945.00","949.15","938.00","943.05","943.25","943.77","32,01,509","3,02,14,88,880.30","1,18,944","23,59,021","73.68"
"INFY","EQ","22-Jun-2017","943.35","947.70","968.70","935.10","939.00","940.15","953.78","47,32,621","4,51,38,95,877.95","1,15,123","28,48,768","60.19"
"INFY","EQ","21-Jun-2017","943.55","945.00","949.00","936.05","948.55","943.35","941.04","18,67,932","1,75,77,91,620.60","59,945","12,86,468","68.87"
"INFY","EQ","20-Jun-2017","929.85","935.00","946.90","934.05","944.25","943.55","943.01","25,92,198","2,44,44,71,885.25","1,05,790","15,09,148","58.22"
"INFY","EQ","19-Jun-2017","940.25","939.95","940.25","928.00","930.80","929.85","931.98","34,27,930","3,19,47,59,665.40","82,075","22,97,829","67.03"
"INFY","EQ","16-Jun-2017","952.10","949.10","953.85","936.00","937.00","940.25","942.47","54,74,225","5,15,92,69,025.25","1,09,487","42,41,070","77.47"
"INFY","EQ","15-Jun-2017","958.60","959.65","967.95","949.60","951.35","952.10","956.12","27,64,031","2,64,27,52,622.05","67,490","18,52,460","67.02"
"INFY","EQ","14-Jun-2017","957.80","960.00","961.90","951.20","958.50","958.60","957.02","37,19,055","3,55,91,94,776.55","90,312","27,10,765","72.89"
"INFY","EQ","13-Jun-2017","963.85","953.50","962.95","951.60","957.95","957.80","958.26","24,68,897","2,36,58,33,763.70","69,355","14,49,584","58.71"
"INFY","EQ","12-Jun-2017","948.60","943.35","965.20","940.10","964.40","963.85","953.95","42,95,838","4,09,79,96,731.10","89,686","22,15,716","51.58"
"INFY","EQ","09-Jun-2017","956.45","938.55","950.95","923.00","949.00","948.60","937.55","73,78,831","6,91,80,28,230.35","1,61,124","30,54,942","41.40"
"INFY","EQ","08-Jun-2017","961.30","962.95","962.95","948.15","956.05","956.45","952.81","30,97,676","2,95,15,01,576.75","88,147","17,78,850","57.43"
"INFY","EQ","07-Jun-2017","979.35","985.00","988.90","945.00","959.30","961.30","963.75","62,27,523","6,00,18,05,446.20","1,39,990","25,19,343","40.45"
"INFY","EQ","06-Jun-2017","958.75","965.00","987.50","964.40","980.00","979.35","980.08","35,04,343","3,43,45,25,873.65","83,178","20,18,029","57.59"
"INFY","EQ","05-Jun-2017","969.45","970.00","972.00","957.05","959.00","958.75","961.71","27,31,349","2,62,67,61,462.75","83,794","19,41,199","71.07"
